ZipCode,Population,LivingArea
27455,28598,urban
27501,22190,urban
27502,45233,urban
27503,6032,urban
27504,14683,urban
27505,7414,urban
27506,1217,rural
27507,1774,rural
27508,2343,rural
27509,7096,urban
27510,14296,urban
27511,32903,urban
27513,47671,urban
27514,33255,urban
27516,44587,urban
27517,26352,urban
27518,19674,urban
27519,62612,urban
27520,45166,urban
27521,6606,urban
27522,12643,urban
27523,14777,urban
27524,13753,urban
27525,14078,urban
27526,54878,urban
27527,30923,urban
27529,52306,urban
27530,37275,urban
27531,771,rural
27533,447,rural
27534,29591,urban
27536,15674,urban
27537,23268,urban
27539,26340,urban
27540,42883,urban
27541,3577,suburban
27542,9937,urban
27544,4475,suburban
27545,32171,urban
27546,20525,urban
27549,23996,urban
27551,1962,rural
27553,1667,rural
27555,526,rural
27556,238,rural
27557,7941,urban
27559,2732,suburban
27560,36804,urban
27562,3925,suburban
27563,5571,urban
27565,25673,urban
27568,1506,rural
27569,8890,urban
27570,30,rural
27571,8425,urban
27572,6896,urban
27573,11008,urban
27574,14586,urban
27576,19365,urban
27577,25950,urban
27581,3667,suburban
27582,252,rural
27583,7004,urban
27584,237,rural
27587,77957,urban
27589,6352,urban
27591,23856,urban
27592,18321,urban
27593,0,rural
27594,104,rural
27596,18685,urban
27597,28095,urban
27599,0,rural
27601,11127,urban
27603,54079,urban
27604,44856,urban
27605,5680,urban
27606,45499,urban
27607,27128,urban
27608,12069,urban
27609,35377,urban
27610,79445,urban
27612,39249,urban
27613,43950,urban
27614,32371,urban
27615,45047,urban
27616,56238,urban
27617,19661,urban
27695,2365,rural
27697,0,rural
27701,23876,urban
27703,58962,urban
27704,41315,urban
27705,47527,urban
27707,51791,urban
27708,3408,suburban
27709,0,rural
27712,22402,urban
27713,55627,urban
27801,19627,urban
27803,18857,urban
27804,29658,urban
27805,3307,suburban
27806,2333,rural
27807,6144,urban
27808,2042,rural
27809,4274,suburban
27810,3794,suburban
27812,2599,suburban
27813,815,rural
27814,1502,rural
27815,0,rural
27816,3206,suburban
27817,7283,urban
27818,1300,rural
27819,579,rural
27820,2114,rural
27821,104,rural
27822,8134,urban
27823,6651,urban
27824,1324,rural
27825,81,rural
27826,923,rural
27827,171,rural
27828,9100,urban
27829,1330,rural
27830,4144,suburban
27831,2931,suburban
27832,2317,rural
27834,55864,urban
27837,6178,urban
27839,3718,suburban
27840,262,rural
27841,24,rural
27842,1742,rural
27843,864,rural
27844,3136,suburban
27845,2581,suburban
27846,2797,suburban
27847,1013,rural
27849,1082,rural
27850,7237,urban
27851,4454,suburban
27852,2541,suburban
27853,649,rural
27855,5533,urban
27856,17001,urban
27857,1131,rural
27858,56361,urban
27860,1620,rural
27861,106,rural
27862,658,rural
27863,12676,urban
27864,4686,suburban
27865,2297,rural
27866,675,rural
27869,1690,rural
27870,25166,urban
27871,3979,suburban
27872,290,rural
27873,284,rural
27874,3946,suburban
27875,147,rural
27876,1071,rural
27877,12,rural
27878,1054,rural
27879,287,rural
27880,3962,suburban
27881,17,rural
27882,8205,urban
27883,3461,suburban
27884,1340,rural
27885,987,rural
27886,18599,urban
27888,2098,rural
27889,24661,urban
27890,2341,rural
27891,4901,suburban
27892,13624,urban
27893,39681,urban
27896,19123,urban
27897,1566,rural
27909,40284,urban
27910,11428,urban
27915,361,rural
27916,936,rural
27917,533,rural
27919,855,rural
27920,1551,rural
27921,4616,suburban
27922,703,rural
27923,491,rural
27924,2962,suburban
27925,3192,suburban
27926,1673,rural
27927,1219,rural
27928,1722,rural
27929,2773,suburban
27932,12472,urban
27935,1789,rural
27936,692,rural
27937,3468,suburban
27938,1653,rural
27939,2666,suburban
27941,388,rural
27942,537,rural
27943,552,rural
27944,11293,urban
27946,1250,rural
27947,1262,rural
27948,12154,urban
27949,7887,urban
27950,1899,rural
27953,742,rural
27954,7079,urban
27956,124,rural
27957,1070,rural
27958,11912,urban
27959,3102,suburban
27960,810,rural
27962,7053,urban
27964,772,rural
27965,555,rural
27966,1041,rural
27967,538,rural
27968,135,rural
27969,175,rural
27970,2962,suburban
27972,192,rural
27973,1169,rural
27974,814,rural
27976,4714,suburban
27978,298,rural
27979,703,rural
27980,1800,rural
27981,1936,rural
27982,37,rural
27983,8303,urban
27985,251,rural
27986,2134,rural
28001,25941,urban
28006,1146,rural
28007,897,rural
28009,1107,rural
28012,25605,urban
28016,13481,urban
28017,602,rural
28018,4243,suburban
28019,0,rural
28020,2693,suburban
28021,14267,urban
28023,15927,urban
28024,0,rural
28025,55265,urban
28027,76653,urban
28031,29698,urban
28032,3073,suburban
28033,2710,suburban
28034,18436,urban
28036,21458,urban
28037,22995,urban
28039,17,rural
28040,6924,urban
28041,0,rural
28042,349,rural
28043,20796,urban
28052,36012,urban
28054,38875,urban
28056,35032,urban
28071,2942,suburban
28072,833,rural
28073,6604,urban
28074,0,rural
28075,21431,urban
28076,175,rural
28077,452,rural
28078,67234,urban
28079,40013,urban
28080,7464,urban
28081,28874,urban
28083,25652,urban
28086,27478,urban
28088,2817,suburban
28089,167,rural
28090,7588,urban
28091,1787,rural
28092,40772,urban
28097,7066,urban
28098,3636,suburban
28101,951,rural
28102,65,rural
28103,10490,urban
28104,33962,urban
28105,44377,urban
28107,8473,urban
28108,75,rural
28109,665,rural
28110,53631,urban
28112,27754,urban
28114,8180,urban
28115,41633,urban
28117,45346,urban
28119,2160,rural
28120,23126,urban
28124,6313,urban
28125,2858,suburban
28127,7518,urban
28128,7355,urban
28129,5738,urban
28133,2306,rural
28134,12315,urban
28135,4668,suburban
28136,63,rural
28137,2975,suburban
28138,9814,urban
28139,19271,urban
28144,26376,urban
28146,31865,urban
28147,24648,urban
28150,26274,urban
28152,25256,urban
28159,2963,suburban
28160,3866,suburban
28163,5679,urban
28164,15371,urban
28166,10536,urban
28167,2443,rural
28168,10940,urban
28169,187,rural
28170,10701,urban
28173,60070,urban
28174,8820,urban
28202,14359,urban
28203,17358,urban
28204,8649,urban
28205,51418,urban
28206,12812,urban
28207,9733,urban
28208,40885,urban
28209,23339,urban
28210,48214,urban
28211,31581,urban
28212,45180,urban
28213,44553,urban
28214,40619,urban
28215,63548,urban
28216,51477,urban
28217,31338,urban
28223,3626,suburban
28226,38347,urban
28227,58524,urban
28244,0,rural
28262,43664,urban
28269,78353,urban
28270,34583,urban
28273,44048,urban
28274,636,rural
28277,71321,urban
28278,34272,urban
28280,0,rural
28282,0,rural
28301,16365,urban
28303,29842,urban
28304,35829,urban
28305,5843,urban
28306,44230,urban
28307,14721,urban
28308,505,rural
28310,8737,urban
28311,34367,urban
28312,19654,urban
28314,58218,urban
28315,13254,urban
28318,3676,suburban
28320,9163,urban
28323,4199,suburban
28325,401,rural
28326,24998,urban
28327,18514,urban
28328,25323,urban
28330,550,rural
28331,32,rural
28332,745,rural
28333,10301,urban
28334,21745,urban
28337,8643,urban
28338,3914,suburban
28339,6571,urban
28340,9373,urban
28341,3954,suburban
28342,147,rural
28343,1758,rural
28344,4897,suburban
28345,11336,urban
28347,2057,rural
28348,38367,urban
28349,3564,suburban
28350,299,rural
28351,4593,suburban
28352,24497,urban
28355,0,rural
28356,5110,urban
28357,2398,rural
28358,34419,urban
28359,852,rural
28360,14426,urban
28362,43,rural
28363,977,rural
28364,13504,urban
28365,14844,urban
28366,5195,urban
28367,190,rural
28368,132,rural
28369,2193,rural
28371,5253,urban
28372,12553,urban
28373,2544,suburban
28374,18642,urban
28375,217,rural
28376,43520,urban
28377,11670,urban
28378,62,rural
28379,24624,urban
28382,7480,urban
28383,6839,urban
28384,9605,urban
28385,1923,rural
28386,5234,urban
28387,15158,urban
28390,24726,urban
28391,6289,urban
28392,1829,rural
28393,2024,rural
28394,5065,urban
28395,2091,rural
28396,2277,rural
28398,6663,urban
28399,1645,rural
28401,22167,urban
28403,39745,urban
28405,34044,urban
28409,34273,urban
28411,35903,urban
28412,40407,urban
28420,3182,suburban
28421,2020,rural
28422,8002,urban
28423,2631,suburban
28424,41,rural
28425,10424,urban
28428,6754,urban
28429,8509,urban
28430,1961,rural
28431,6002,urban
28432,1370,rural
28433,4449,suburban
28434,614,rural
28435,2076,rural
28436,1731,rural
28438,1282,rural
28439,1003,rural
28441,3552,suburban
28442,1464,rural
28443,24427,urban
28444,2233,rural
28445,9162,urban
28447,1673,rural
28448,721,rural
28449,2176,rural
28450,2056,rural
28451,38490,urban
28452,427,rural
28453,3811,suburban
28454,2490,rural
28455,2384,rural
28456,3824,suburban
28457,10021,urban
28458,5636,urban
28460,10543,urban
28461,22024,urban
28462,12051,urban
28463,7443,urban
28464,2490,rural
28465,7768,urban
28466,7689,urban
28467,12110,urban
28468,4729,suburban
28469,7563,urban
28470,10577,urban
28472,18272,urban
28478,5115,urban
28479,6568,urban
28480,2655,suburban
28501,18365,urban
28504,20166,urban
28508,2016,rural
28509,0,rural
28510,1481,rural
28511,653,rural
28512,3320,suburban
28513,9441,urban
28515,3097,suburban
28516,11365,urban
28518,7340,urban
28519,431,rural
28520,248,rural
28521,1585,rural
28523,2568,suburban
28524,223,rural
28525,2687,suburban
28526,2738,suburban
28527,1075,rural
28528,599,rural
28529,1723,rural
28530,6454,urban
28531,1250,rural
28532,20279,urban
28533,3298,suburban
28537,39,rural
28538,2326,rural
28539,16872,urban
28540,51253,urban
28542,3056,suburban
28543,6946,urban
28544,5691,urban
28546,49170,urban
28547,19917,urban
28551,14299,urban
28552,258,rural
28553,381,rural
28554,68,rural
28555,5105,urban
28556,761,rural
28557,14880,urban
28560,29097,urban
28562,37447,urban
28570,20857,urban
28571,2527,suburban
28572,6680,urban
28573,1630,rural
28574,19231,urban
28575,201,rural
28577,287,rural
28578,5703,urban
28579,826,rural
28580,12228,urban
28581,136,rural
28582,1750,rural
28584,14231,urban
28585,3714,suburban
28586,7181,urban
28587,231,rural
28589,38,rural
28590,24763,urban
28594,3844,suburban
28601,52423,urban
28602,29463,urban
28604,7697,urban
28605,3792,suburban
28606,1704,rural
28607,33813,urban
28609,5630,urban
28610,11076,urban
28611,251,rural
28612,11954,urban
28613,23355,urban
28615,1723,rural
28616,152,rural
28617,1821,rural
28618,2562,suburban
28619,428,rural
28621,9842,urban
28622,2605,suburban
28623,1703,rural
28624,1412,rural
28625,37480,urban
28626,2948,suburban
28627,1248,rural
28628,49,rural
28629,0,rural
28630,20808,urban
28631,1044,rural
28634,4779,suburban
28635,3240,suburban
28636,4133,suburban
28637,1572,rural
28638,11838,urban
28640,4680,suburban
28641,48,rural
28642,5293,urban
28643,4231,suburban
28644,1185,rural
28645,46214,urban
28646,414,rural
28649,1183,rural
28650,11662,urban
28651,5717,urban
28652,154,rural
28653,21,rural
28654,2850,suburban
28655,55752,urban
28657,8226,urban
28658,26578,urban
28659,21601,urban
28660,2232,rural
28662,52,rural
28663,677,rural
28664,167,rural
28665,2656,suburban
28666,90,rural
28667,200,rural
28668,180,rural
28669,2723,suburban
28670,2965,suburban
28671,376,rural
28672,152,rural
28673,6425,urban
28675,6527,urban
28676,3121,suburban
28677,35231,urban
28678,5706,urban
28679,2313,rural
28681,26297,urban
28682,1342,rural
28683,1355,rural
28684,1703,rural
28685,1984,rural
28689,2685,suburban
28690,9211,urban
28692,4456,suburban
28693,1515,rural
28694,6861,urban
28697,13766,urban
28698,2594,suburban
28701,4993,suburban
28702,630,rural
28704,21608,urban
28705,6871,urban
28707,580,rural
28708,168,rural
28709,2588,suburban
28710,0,rural
28711,12639,urban
28712,19777,urban
28713,8661,urban
28714,16441,urban
28715,27885,urban
28716,17701,urban
28717,1253,rural
28718,393,rural
28719,6901,urban
28720,149,rural
28721,9890,urban
28722,6320,urban
28723,10764,urban
28725,83,rural
28726,3904,suburban
28729,3281,suburban
28730,8532,urban
28731,8779,urban
28732,18275,urban
28733,73,rural
28734,28676,urban
28735,224,rural
28736,878,rural
28739,21454,urban
28740,1638,rural
28741,3917,suburban
28742,3078,suburban
28743,2424,rural
28745,394,rural
28746,2652,suburban
28747,2198,rural
28748,11885,urban
28749,111,rural
28751,3964,suburban
28752,30989,urban
28753,9449,urban
28754,9655,urban
28755,0,rural
28756,3657,suburban
28757,343,rural
28758,0,rural
28759,7543,urban
28761,6954,urban
28762,6523,urban
28763,2611,suburban
28766,1101,rural
28768,7302,urban
28770,0,rural
28771,7476,urban
28772,1057,rural
28773,2976,suburban
28774,1225,rural
28775,572,rural
28777,10318,urban
28778,10771,urban
28779,18377,urban
28781,967,rural
28782,6329,urban
28783,1535,rural
28785,8183,urban
28786,21526,urban
28787,23188,urban
28788,151,rural
28789,6957,urban
28790,3313,suburban
28791,15067,urban
28792,35181,urban
28801,14395,urban
28803,34036,urban
28804,24854,urban
28805,20147,urban
28806,44733,urban
28901,5104,urban
28902,1107,rural
28904,9642,urban
28905,3609,suburban
28906,19447,urban
28909,603,rural
29001,2032,rural
29003,5793,urban
29006,9246,urban
29009,2039,rural
29010,11877,urban
29014,1410,rural
29015,1302,rural
29016,27283,urban
29018,3501,suburban
29020,21566,urban
29030,2096,rural
29031,1826,rural
29032,5164,urban
29033,12789,urban
29036,24548,urban
29037,864,rural
29038,2336,rural
29039,3284,suburban
29040,9769,urban
29042,4633,suburban
29044,5473,urban
29045,28906,urban
29046,36,rural
29047,3329,suburban
29048,5051,urban
29051,358,rural
29052,1722,rural
29053,20458,urban
29054,8852,urban
29055,3786,suburban
29056,2259,rural
29058,5346,urban
29059,5312,urban
29061,12500,urban
29062,10,rural
29063,38703,urban
29065,465,rural
29067,11158,urban
29069,4304,suburban
29070,16208,urban
29072,65308,urban
29073,48657,urban
29074,206,rural
29075,2968,suburban
29078,15686,urban
29079,12,rural
29080,3020,suburban
29081,1154,rural
29082,466,rural
29101,2997,suburban
29102,16351,urban
29104,1282,rural
29105,1002,rural
29107,2870,suburban
29108,20541,urban
29111,1625,rural
29112,3466,suburban
29113,2129,rural
29114,1394,rural
29115,26678,urban
29117,641,rural
29118,16387,urban
29122,84,rural
29123,7478,urban
29125,3050,suburban
29126,2406,rural
29127,8323,urban
29128,3932,suburban
29129,4372,suburban
29130,6664,urban
29133,753,rural
29135,8766,urban
29137,2011,rural
29138,10671,urban
29142,5142,urban
29145,733,rural
29146,1215,rural
29148,5808,urban
29150,38601,urban
29152,2250,rural
29153,15829,urban
29154,28459,urban
29160,6882,urban
29161,11144,urban
29162,3609,suburban
29163,1608,rural
29164,5305,urban
29166,724,rural
29168,3837,suburban
29169,21690,urban
29170,21954,urban
29172,9290,urban
29175,419,rural
29177,132,rural
29178,3495,suburban
29180,12229,urban
29201,21176,urban
29203,41047,urban
29204,17871,urban
29205,23388,urban
29206,19493,urban
29207,11396,urban
29208,2261,rural
29209,37365,urban
29210,40269,urban
29212,27724,urban
29223,50910,urban
29225,476,rural
29229,49350,urban
29301,36124,urban
29302,18050,urban
29303,26530,urban
29306,17414,urban
29307,19260,urban
29316,28930,urban
29320,651,rural
29321,2998,suburban
29322,9576,urban
29323,14949,urban
29324,91,rural
29325,14279,urban
29329,171,rural
29330,9389,urban
29331,51,rural
29332,3030,suburban
29333,197,rural
29334,15892,urban
29335,5644,urban
29338,49,rural
29340,20549,urban
29341,19436,urban
29346,275,rural
29349,34215,urban
29351,1470,rural
29353,3628,suburban
29355,855,rural
29356,8392,urban
29360,22143,urban
29364,622,rural
29365,13971,urban
29368,207,rural
29369,15223,urban
29370,658,rural
29372,4159,suburban
29373,287,rural
29374,3235,suburban
29375,71,rural
29376,8746,urban
29377,571,rural
29378,68,rural
29379,17569,urban
29384,3442,suburban
29385,7476,urban
29388,15369,urban
29401,8587,urban
29403,22016,urban
29404,2312,rural
29405,29087,urban
29406,33150,urban
29407,36294,urban
29409,2539,suburban
29410,20260,urban
29412,41033,urban
29414,42665,urban
29418,22425,urban
29420,21711,urban
29424,1140,rural
29425,0,rural
29426,1527,rural
29429,4176,suburban
29431,6427,urban
29432,2625,suburban
29434,671,rural
29435,4919,suburban
29436,4474,suburban
29437,2214,rural
29438,2441,rural
29439,944,rural
29440,26866,urban
29445,59809,urban
29446,1202,rural
29448,2769,suburban
29449,7936,urban
29450,2569,suburban
29451,4383,suburban
29452,204,rural
29453,1200,rural
29455,24354,urban
29456,32237,urban
29458,2624,suburban
29461,41317,urban
29464,51895,urban
29466,41434,urban
29468,1953,rural
29469,695,rural
29470,4726,suburban
29471,1357,rural
29472,11074,urban
29474,1720,rural
29475,2222,rural
29477,7006,urban
29479,6704,urban
29481,1641,rural
29482,2220,rural
29483,55833,urban
29485,60321,urban
29486,40118,urban
29487,2504,suburban
29488,21554,urban
29492,18865,urban
29493,195,rural
29501,47145,urban
29505,25355,urban
29506,20733,urban
29510,9527,urban
29511,5640,urban
29512,18131,urban
29516,929,rural
29518,870,rural
29519,328,rural
29520,12998,urban
29525,1914,rural
29526,46605,urban
29527,26659,urban
29530,2332,rural
29532,19666,urban
29536,16005,urban
29540,4500,suburban
29541,9219,urban
29543,422,rural
29544,6309,urban
29545,1780,rural
29546,2825,suburban
29547,2243,rural
29550,29684,urban
29554,8819,urban
29555,5959,urban
29556,12048,urban
29560,12420,urban
29563,1839,rural
29564,1185,rural
29565,6956,urban
29566,19441,urban
29567,445,rural
29568,15427,urban
29569,16741,urban
29570,3846,suburban
29571,14238,urban
29572,10431,urban
29574,9432,urban
29575,18971,urban
29576,32394,urban
29577,34068,urban
29579,47118,urban
29580,1585,rural
29581,4573,suburban
29582,19036,urban
29583,5044,urban
29584,2632,suburban
29585,16131,urban
29588,52184,urban
29589,44,rural
29590,3560,suburban
29591,4936,suburban
29592,718,rural
29593,1969,rural
29594,164,rural
29596,1943,rural
29601,12745,urban
29605,39927,urban
29607,41624,urban
29609,29502,urban
29611,31784,urban
29613,2151,rural
29614,1820,rural
29615,38495,urban
29617,27595,urban
29620,12513,urban
29621,44314,urban
29624,14272,urban
29625,28023,urban
29626,13537,urban
29627,16236,urban
29628,2481,rural
29630,15900,urban
29631,16137,urban
29634,5409,urban
29635,1245,rural
29638,3861,suburban
29639,1534,rural
